labels,timestamp,value
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999067166786,"$0;1708601999067166786;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199195;1708601999036895603;1708601999067159082;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999065542257,"$0;1708601999065542257;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;7675822614899589265;1708601999026400383;1708601999065536761;teastore-webui-76644ffb9f-tjrfv;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999061700470,"$0;1708601999061700470;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211163;1708601999049274828;1708601999061684609;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999055930981,"$0;1708601999055930981;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643240;1708601999037527089;1708601999055920421;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999054228733,"$0;1708601999054228733;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643234;1708601999029797765;1708601999054215069;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999054116110,"$0;1708601999054116110;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643226;1708601998944033845;1708601999054103499;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999048944570,"$0;1708601999048944570;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643218;1708601998894721269;1708601999048937053;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999046782122,"$0;1708601999046782122;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199196;1708601999046603413;1708601999046716726;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999045002668,"$0;1708601999045002668;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643202;1708601998867100150;1708601999044988971;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999044819205,"$0;1708601999044819205;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;7675822614899589267;1708601999044651257;1708601999044806601;teastore-webui-76644ffb9f-tjrfv;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999042641420,"$0;1708601999042641420;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211162;1708601999042505829;1708601999042628101;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999042362275,"$0;1708601999042362275;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199194;1708601999017210694;1708601999042357977;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999040908475,"$0;1708601999040908475;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643232;1708601999019707567;1708601999040900000;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999039188525,"$0;1708601999039188525;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643241;1708601999039097058;1708601999039181565;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999038104247,"$0;1708601999038104247;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643215;1708601998891195373;1708601999038096369;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999038085787,"$0;1708601999038085787;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643204;1708601998868866701;1708601999038079361;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999037371239,"$0;1708601999037371239;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643239;1708601999037295465;1708601999037365692;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999037282013,"$0;1708601999037282013;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643238;1708601999037167233;1708601999037275955;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999036547896,"$0;1708601999036547896;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643228;1708601998978319598;1708601999036541994;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999036179556,"$0;1708601999036179556;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643212;1708601998878308848;1708601999036172168;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999033809940,"$0;1708601999033809940;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;7675822614899589266;1708601999033682022;1708601999033800815;teastore-webui-76644ffb9f-tjrfv;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999030508739,"$0;1708601999030508739;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643210;1708601998871474897;1708601999030501174;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999030499078,"$0;1708601999030499078;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643219;1708601998896360533;1708601999030489246;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999029626875,"$0;1708601999029626875;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643201;1708601998867007382;1708601999029612469;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999020590283,"$0;1708601999020590283;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;7675822614899589264;1708601999004982411;1708601999020583570;teastore-webui-76644ffb9f-tjrfv;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999020539243,"$0;1708601999020539243;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643233;1708601999020386970;1708601999020525435;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999019831870,"$0;1708601999019831870;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643211;1708601998877748658;1708601999019825169;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999019074548,"$0;1708601999019074548;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643230;1708601998991048355;1708601999019065893;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999015857217,"$0;1708601999015857217;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211161;1708601999015730616;1708601999015846004;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999015403085,"$0;1708601999015403085;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199186;1708601998970723631;1708601999015397124;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999013827397,"$0;1708601999013827397;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199178;1708601998912952467;1708601999013823766;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999012067403,"$0;1708601999012067403;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199193;1708601999011959184;1708601999012063080;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999011664007,"$0;1708601999011664007;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199189;1708601998992843472;1708601999011658827;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999011149984,"$0;1708601999011149984;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199192;1708601999011041727;1708601999011144632;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999009461210,"$0;1708601999009461210;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199170;1708601998894689047;1708601999009457315;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999005974590,"$0;1708601999005974590;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199191;1708601999005856737;1708601999005967454;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999005480803,"$0;1708601999005480803;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199188;1708601998976267901;1708601999005476726;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999002646938,"$0;1708601999002646938;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199179;1708601998913616332;1708601999002641637;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601999001477379,"$0;1708601999001477379;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211160;1708601999001353715;1708601999001466516;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998997747922,"$0;1708601998997747922;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199185;1708601998968616268;1708601998997741578;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998996796882,"$0;1708601998996796882;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199190;1708601998996669507;1708601998996781089;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998994241663,"$0;1708601998994241663;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211156;1708601998933837055;1708601998994229564;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998991469623,"$0;1708601998991469623;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199177;1708601998912952523;1708601998991460484;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998991395332,"$0;1708601998991395332;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199174;1708601998903274171;1708601998991388629;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998988645508,"$0;1708601998988645508;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211157;1708601998935817229;1708601998988635463;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998984679471,"$0;1708601998984679471;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199175;1708601998903274114;1708601998984674772;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998984331301,"$0;1708601998984331301;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199183;1708601998948620674;1708601998984326314;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998983887125,"$0;1708601998983887125;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;7675822614899589263;1708601998983746276;1708601998983877169;teastore-webui-76644ffb9f-tjrfv;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998982196422,"$0;1708601998982196422;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211159;1708601998982067254;1708601998982185357;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998975244983,"$0;1708601998975244983;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211155;1708601998933574993;1708601998975238524;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998974021164,"$0;1708601998974021164;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199187;1708601998973908701;1708601998974013290;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998973705220,"$0;1708601998973705220;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199180;1708601998916589463;1708601998973695528;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998970497049,"$0;1708601998970497049;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199181;1708601998919420355;1708601998970488883;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998970109612,"$0;1708601998970109612;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199171;1708601998894714381;1708601998970103836;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998969756294,"$0;1708601998969756294;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199169;1708601998888451271;1708601998969751483;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998969100657,"$0;1708601998969100657;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199176;1708601998903481376;1708601998969095011;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998968738690,"$0;1708601998968738690;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199173;1708601998896941874;1708601998968731740;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998965414902,"$0;1708601998965414902;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;2488238794122199184;1708601998951247167;1708601998965408153;teastore-webui-76644ffb9f-nc94z;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998963993034,"$0;1708601998963993034;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;7675822614899589261;1708601998941547053;1708601998963989952;teastore-webui-76644ffb9f-tjrfv;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998962970523,"$0;1708601998962970523;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643217;1708601998893610017;1708601998962960948;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998960267333,"$0;1708601998960267333;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211154;1708601998916950354;1708601998960260221;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998958263894,"$0;1708601998958263894;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;7675822614899589260;1708601998928006200;1708601998958259206;teastore-webui-76644ffb9f-tjrfv;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998950382439,"$0;1708601998950382439;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643216;1708601998892912606;1708601998950370697;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998947805932,"$0;1708601998947805932;protected void tools.descartes.teastore.webui.servlet.IndexServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643209;1708601998871237182;1708601998947797189;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998946277751,"$0;1708601998946277751;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;7675822614899589262;1708601998946112298;1708601998946266396;teastore-webui-76644ffb9f-tjrfv;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998941984401,"$0;1708601998941984401;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643208;1708601998870713044;1708601998941965451;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998939404915,"$0;1708601998939404915;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211158;1708601998939249483;1708601998939383534;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998935293572,"$0;1708601998935293572;protected void tools.descartes.teastore.webui.servlet.CartActionServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643225;1708601998935164936;1708601998935282477;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998934307907,"$0;1708601998934307907;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211153;1708601998898387075;1708601998934279088;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998931649457,"$0;1708601998931649457;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643222;1708601998910939630;1708601998931643934;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998931058305,"$0;1708601998931058305;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;4879931671232643224;1708601998923511835;1708601998931052083;teastore-webui-76644ffb9f-xgkfs;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998930922209,"$0;1708601998930922209;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211147;1708601998848864082;1708601998930907293;teastore-webui-76644ffb9f-jwzmz;0;0"
"{filename=/symlogs/sym-kieker-output.dat, job=rabbitmq-logs}",1708601998930773990,"$0;1708601998930773990;protected void tools.descartes.teastore.webui.servlet.LoginActionServlet.handlePOSTRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;3456653451495211152;1708601998875179665;1708601998930750513;teastore-webui-76644ffb9f-jwzmz;0;0"
