labels,timestamp,value
{},1709259527,88.25720000000004
{},1709259528,88.25720000000004
{},1709259529,88.25720000000004
{},1709259530,88.25720000000004
{},1709259531,88.25720000000004
{},1709259532,88.25720000000004
{},1709259533,88.25720000000004
{},1709259534,88.25720000000004
{},1709259535,88.25720000000004
{},1709259536,88.25720000000004
{},1709259537,88.25720000000004
{},1709259538,88.25720000000004
{},1709259539,88.25720000000004
{},1709259540,88.25720000000004
{},1709259541,88.25720000000004
{},1709259542,88.25720000000004
{},1709259543,88.25720000000004
{},1709259544,88.25720000000004
{},1709259545,88.25720000000004
{},1709259546,88.25720000000004
{},1709259547,88.25720000000004
{},1709259548,88.25720000000004
{},1709259549,88.25720000000004
{},1709259550,88.25720000000004
{},1709259551,88.25720000000004
{},1709259552,256.8569381020634
{},1709259553,256.8569381020634
{},1709259554,256.8569381020634
{},1709259555,256.8569381020634
{},1709259556,256.8569381020634
{},1709259557,256.8569381020634
{},1709259558,256.8569381020634
{},1709259559,256.8569381020634
{},1709259560,256.8569381020634
{},1709259561,256.8569381020634
{},1709259562,256.8569381020634
{},1709259563,256.8569381020634
{},1709259564,256.8569381020634
{},1709259565,256.8569381020634
{},1709259566,256.8569381020634
{},1709259567,256.8569381020634
{},1709259568,256.8569381020634
{},1709259569,256.8569381020634
{},1709259570,256.8569381020634
{},1709259571,256.8569381020634
{},1709259572,256.8569381020634
{},1709259573,256.8569381020634
{},1709259574,256.8569381020634
{},1709259575,256.8569381020634
{},1709259576,256.8569381020634
{},1709259577,256.8569381020634
{},1709259578,256.8569381020634
{},1709259579,256.8569381020634
{},1709259580,256.8569381020634
{},1709259581,256.8569381020634
{},1709259582,341.73809126970883
{},1709259583,341.73809126970883
{},1709259584,341.73809126970883
{},1709259585,341.73809126970883
{},1709259586,341.73809126970883
{},1709259587,341.73809126970883
{},1709259588,341.73809126970883
{},1709259589,341.73809126970883
{},1709259590,341.73809126970883
{},1709259591,341.73809126970883
{},1709259592,341.73809126970883
{},1709259593,341.73809126970883
{},1709259594,341.73809126970883
{},1709259595,341.73809126970883
{},1709259596,341.73809126970883
{},1709259597,341.73809126970883
{},1709259598,341.73809126970883
{},1709259599,341.73809126970883
{},1709259600,341.73809126970883
{},1709259601,341.73809126970883
{},1709259602,341.73809126970883
{},1709259603,341.73809126970883
{},1709259604,341.73809126970883
{},1709259605,341.73809126970883
{},1709259606,341.73809126970883
{},1709259607,341.73809126970883
{},1709259608,341.73809126970883
{},1709259609,341.73809126970883
{},1709259610,341.73809126970883
{},1709259611,341.73809126970883
{},1709259612,331.69014366187804
{},1709259613,331.69014366187804
{},1709259614,331.69014366187804
{},1709259615,331.69014366187804
{},1709259616,331.69014366187804
{},1709259617,331.69014366187804
{},1709259618,331.69014366187804
{},1709259619,331.69014366187804
{},1709259620,331.69014366187804
{},1709259621,331.69014366187804
{},1709259622,331.69014366187804
{},1709259623,331.69014366187804
{},1709259624,331.69014366187804
{},1709259625,331.69014366187804
{},1709259626,331.69014366187804
{},1709259627,331.69014366187804
{},1709259628,331.69014366187804
{},1709259629,331.69014366187804
{},1709259630,331.69014366187804
{},1709259631,331.69014366187804
{},1709259632,331.69014366187804
{},1709259633,331.69014366187804
{},1709259634,331.69014366187804
{},1709259635,331.69014366187804
{},1709259636,331.69014366187804
{},1709259637,331.69014366187804
{},1709259638,331.69014366187804
{},1709259639,331.69014366187804
{},1709259640,331.69014366187804
{},1709259641,331.69014366187804
{},1709259642,324.01210040334655
{},1709259643,324.01210040334655
{},1709259644,324.01210040334655
{},1709259645,324.01210040334655
{},1709259646,324.01210040334655
{},1709259647,324.01210040334655
{},1709259648,324.01210040334655
{},1709259649,324.01210040334655
{},1709259650,324.01210040334655
{},1709259651,324.01210040334655
{},1709259652,324.01210040334655
{},1709259653,324.01210040334655
{},1709259654,324.01210040334655
{},1709259655,324.01210040334655
{},1709259656,324.01210040334655
{},1709259657,324.01210040334655
{},1709259658,324.01210040334655
{},1709259659,324.01210040334655
{},1709259660,324.01210040334655
{},1709259661,324.01210040334655
{},1709259662,324.01210040334655
{},1709259663,324.01210040334655
{},1709259664,324.01210040334655
{},1709259665,324.01210040334655
{},1709259666,324.01210040334655
{},1709259667,324.01210040334655
{},1709259668,324.01210040334655
{},1709259669,324.01210040334655
{},1709259670,324.01210040334655
{},1709259671,324.01210040334655
{},1709259672,319.4497516749443
{},1709259673,319.4497516749443
{},1709259674,319.4497516749443
{},1709259675,319.4497516749443
{},1709259676,319.4497516749443
{},1709259677,319.4497516749443
{},1709259678,319.4497516749443
{},1709259679,319.4497516749443
{},1709259680,319.4497516749443
{},1709259681,319.4497516749443
{},1709259682,319.4497516749443
{},1709259683,319.4497516749443
{},1709259684,319.4497516749443
{},1709259685,319.4497516749443
{},1709259686,319.4497516749443
{},1709259687,319.4497516749443
{},1709259688,319.4497516749443
{},1709259689,319.4497516749443
{},1709259690,319.4497516749443
{},1709259691,319.4497516749443
{},1709259692,319.4497516749443
{},1709259693,319.4497516749443
{},1709259694,319.4497516749443
{},1709259695,319.4497516749443
{},1709259696,319.4497516749443
{},1709259697,319.4497516749443
{},1709259698,319.4497516749443
{},1709259699,319.4497516749443
{},1709259700,319.4497516749443
{},1709259701,319.4497516749443
{},1709259702,317.14969999999977
{},1709259703,317.14969999999977
{},1709259704,317.14969999999977
{},1709259705,317.14969999999977
{},1709259706,317.14969999999977
{},1709259707,317.14969999999977
{},1709259708,317.14969999999977
{},1709259709,317.14969999999977
{},1709259710,317.14969999999977
{},1709259711,317.14969999999977
{},1709259712,317.14969999999977
{},1709259713,317.14969999999977
{},1709259714,317.14969999999977
{},1709259715,317.14969999999977
{},1709259716,317.14969999999977
{},1709259717,317.14969999999977
{},1709259718,317.14969999999977
{},1709259719,317.14969999999977
{},1709259720,317.14969999999977
{},1709259721,317.14969999999977
{},1709259722,317.14969999999977
{},1709259723,317.14969999999977
{},1709259724,317.14969999999977
{},1709259725,317.14969999999977
{},1709259726,317.14969999999977
{},1709259727,317.14969999999977
{},1709259728,317.14969999999977
{},1709259729,317.14969999999977
{},1709259730,317.14969999999977
{},1709259731,317.14969999999977
{},1709259732,317.88439999999997
{},1709259733,317.88439999999997
{},1709259734,317.88439999999997
{},1709259735,317.88439999999997
{},1709259736,317.88439999999997
{},1709259737,317.88439999999997
{},1709259738,317.88439999999997
{},1709259739,317.88439999999997
{},1709259740,317.88439999999997
{},1709259741,317.88439999999997
{},1709259742,317.88439999999997
{},1709259743,317.88439999999997
{},1709259744,317.88439999999997
{},1709259745,317.88439999999997
{},1709259746,317.88439999999997
{},1709259747,317.88439999999997
{},1709259748,317.88439999999997
{},1709259749,317.88439999999997
{},1709259750,317.88439999999997
{},1709259751,317.88439999999997
{},1709259752,317.88439999999997
{},1709259753,317.88439999999997
{},1709259754,317.88439999999997
{},1709259755,317.88439999999997
{},1709259756,317.88439999999997
{},1709259757,317.88439999999997
{},1709259758,317.88439999999997
{},1709259759,317.88439999999997
{},1709259760,317.88439999999997
{},1709259761,317.88439999999997
{},1709259762,316.5148999999999
{},1709259763,316.5148999999999
{},1709259764,316.5148999999999
{},1709259765,316.5148999999999
{},1709259766,316.5148999999999
{},1709259767,316.5148999999999
{},1709259768,316.5148999999999
{},1709259769,316.5148999999999
{},1709259770,316.5148999999999
{},1709259771,316.5148999999999
{},1709259772,316.5148999999999
{},1709259773,316.5148999999999
{},1709259774,316.5148999999999
{},1709259775,316.5148999999999
{},1709259776,316.5148999999999
{},1709259777,316.5148999999999
{},1709259778,316.5148999999999
{},1709259779,316.5148999999999
{},1709259780,316.5148999999999
{},1709259781,316.5148999999999
{},1709259782,316.5148999999999
{},1709259783,316.5148999999999
{},1709259784,316.5148999999999
{},1709259785,316.5148999999999
{},1709259786,316.5148999999999
{},1709259787,316.5148999999999
{},1709259788,316.5148999999999
{},1709259789,316.5148999999999
{},1709259790,316.5148999999999
{},1709259791,316.5148999999999
{},1709259792,530.4030999999999
{},1709259793,530.4030999999999
{},1709259794,530.4030999999999
{},1709259795,530.4030999999999
{},1709259796,530.4030999999999
{},1709259797,530.4030999999999
{},1709259798,530.4030999999999
{},1709259799,530.4030999999999
{},1709259800,530.4030999999999
{},1709259801,530.4030999999999
{},1709259802,530.4030999999999
{},1709259803,530.4030999999999
{},1709259804,530.4030999999999
{},1709259805,530.4030999999999
{},1709259806,530.4030999999999
{},1709259807,530.4030999999999
{},1709259808,530.4030999999999
{},1709259809,530.4030999999999
{},1709259810,530.4030999999999
{},1709259811,530.4030999999999
{},1709259812,530.4030999999999
{},1709259813,530.4030999999999
{},1709259814,530.4030999999999
{},1709259815,530.4030999999999
{},1709259816,530.4030999999999
{},1709259817,530.4030999999999
{},1709259818,530.4030999999999
{},1709259819,530.4030999999999
{},1709259820,530.4030999999999
{},1709259821,530.4030999999999
{},1709259822,315.4976999999999
{},1709259823,315.4976999999999
{},1709259824,315.4976999999999
{},1709259825,315.4976999999999
{},1709259826,315.4976999999999
{},1709259827,315.4976999999999
{},1709259828,315.4976999999999
{},1709259829,315.4976999999999
{},1709259830,315.4976999999999
{},1709259831,315.4976999999999
{},1709259832,315.4976999999999
{},1709259833,315.4976999999999
{},1709259834,315.4976999999999
{},1709259835,315.4976999999999
{},1709259836,315.4976999999999
{},1709259837,315.4976999999999
{},1709259838,315.4976999999999
{},1709259839,315.4976999999999
{},1709259840,315.4976999999999
{},1709259841,315.4976999999999
{},1709259842,315.4976999999999
{},1709259843,315.4976999999999
{},1709259844,315.4976999999999
{},1709259845,315.4976999999999
{},1709259846,315.4976999999999
{},1709259847,315.4976999999999
{},1709259848,315.4976999999999
{},1709259849,315.4976999999999
{},1709259850,315.4976999999999
{},1709259851,315.4976999999999
{},1709259852,743.9554000000006
{},1709259853,743.9554000000006
{},1709259854,743.9554000000006
{},1709259855,743.9554000000006
{},1709259856,743.9554000000006
{},1709259857,743.9554000000006
{},1709259858,743.9554000000006
{},1709259859,743.9554000000006
{},1709259860,743.9554000000006
{},1709259861,743.9554000000006
{},1709259862,743.9554000000006
{},1709259863,743.9554000000006
{},1709259864,743.9554000000006
{},1709259865,743.9554000000006
{},1709259866,743.9554000000006
{},1709259867,743.9554000000006
{},1709259868,743.9554000000006
{},1709259869,743.9554000000006
{},1709259870,743.9554000000006
{},1709259871,743.9554000000006
{},1709259872,743.9554000000006
{},1709259873,743.9554000000006
{},1709259874,743.9554000000006
{},1709259875,743.9554000000006
{},1709259876,743.9554000000006
{},1709259877,743.9554000000006
{},1709259878,743.9554000000006
{},1709259879,743.9554000000006
{},1709259880,743.9554000000006
{},1709259881,743.9554000000006
{},1709259882,311.94670000000013
{},1709259883,311.94670000000013
{},1709259884,311.94670000000013
{},1709259885,311.94670000000013
{},1709259886,311.94670000000013
{},1709259887,311.94670000000013
{},1709259888,311.94670000000013
{},1709259889,311.94670000000013
{},1709259890,311.94670000000013
{},1709259891,311.94670000000013
{},1709259892,311.94670000000013
{},1709259893,311.94670000000013
{},1709259894,311.94670000000013
{},1709259895,311.94670000000013
{},1709259896,311.94670000000013
{},1709259897,311.94670000000013
{},1709259898,311.94670000000013
{},1709259899,311.94670000000013
{},1709259900,311.94670000000013
{},1709259901,311.94670000000013
{},1709259902,311.94670000000013
{},1709259903,311.94670000000013
{},1709259904,311.94670000000013
{},1709259905,311.94670000000013
{},1709259906,311.94670000000013
{},1709259907,311.94670000000013
{},1709259908,311.94670000000013
{},1709259909,311.94670000000013
{},1709259910,311.94670000000013
{},1709259911,311.94670000000013
